Thumb,Index,Middle,Ring,Pinky,Gyro_X,Gyro_Y,Gyro_Z,GyroX,GyroY,GyroZ,cluster
0,1579,0,0,0,-100,-100,198,0,0,0,1
0,1500,0,0,0,-81,-117,211,0,0,0,1
0,1616,0,0,0,-119,-139,211,0,0,0,1
0,1342,0,0,0,-84,-119,208,0,0,0,1
0,1331,0,0,0,-87,-118,227,0,0,0,1
0,1419,0,0,0,-101,-103,195,0,0,0,1
0,1336,0,0,0,-97,-135,184,0,0,0,1
0,1333,0,0,0,-92,-144,203,0,0,0,1
0,1331,0,0,0,-94,-139,207,0,0,0,1
0,1316,0,0,0,-75,-118,188,0,0,0,1
0,1319,0,0,0,-88,-139,198,0,0,0,1
0,1316,0,0,0,-65,-133,214,0,0,0,1
0,1347,0,0,0,-97,-127,207,0,0,0,1
0,1321,0,0,0,-106,-127,224,0,0,0,1
0,1319,0,0,0,-111,-122,209,0,0,0,1
0,1321,0,0,0,-86,-121,224,0,0,0,1
0,1320,0,0,0,-101,-131,199,0,0,0,1
0,1323,0,0,0,-80,-150,219,0,0,0,1
0,1326,0,0,0,-80,-128,206,0,0,0,1
0,1331,0,0,0,-106,-132,197,0,0,0,1
0,1332,0,0,0,-108,-117,202,0,0,0,1
0,1330,0,0,0,-78,-124,220,0,0,0,1
0,1343,0,0,0,-101,-113,218,0,0,0,1
0,1340,0,0,0,-96,-120,210,0,0,0,1
0,1613,0,0,0,-90,-112,215,0,0,0,1
0,1428,0,0,0,-103,-111,211,0,0,0,1
0,1417,0,0,0,-101,-102,225,0,0,0,1
0,1414,0,0,0,-87,-138,222,0,0,0,1
0,1586,0,0,0,-99,-104,212,0,0,0,1
0,1404,0,0,0,-82,-120,225,0,0,0,1
0,1397,0,0,0,-99,-149,213,0,0,0,1
0,1426,0,0,0,-86,-113,194,0,0,0,1
0,1429,0,0,0,-82,-124,225,0,0,0,1
0,1461,0,0,0,-76,-99,208,0,0,0,1
0,1491,0,0,0,-97,-116,215,0,0,0,1
0,1499,0,0,0,-79,-128,215,0,0,0,1
0,1414,0,0,0,-102,-121,210,0,0,0,1
0,1535,0,0,0,-121,-130,217,0,0,0,1
0,1421,0,0,0,-88,-126,220,0,0,0,1
0,1435,0,0,0,-105,-113,209,0,0,0,1
0,1457,0,0,0,-70,-113,199,0,0,0,1
0,1507,0,0,0,-107,-142,201,0,0,0,1
0,1567,0,0,0,-96,-117,222,0,0,0,1
0,1535,0,0,0,-87,-133,201,0,0,0,1
0,1506,0,0,0,-107,-115,213,0,0,0,1
0,1468,0,0,0,-114,-136,226,0,0,0,1
0,1470,0,0,0,-106,-94,205,0,0,0,1
0,1472,0,0,0,-108,-113,222,0,0,0,1
0,1473,0,0,0,-90,-108,184,0,0,0,1
0,1455,0,0,0,-100,-134,209,0,0,0,1
0,1453,0,0,0,-107,-127,210,0,0,0,1
0,1454,0,0,0,-83,-98,217,0,0,0,1
0,1452,0,0,0,-89,-133,227,0,0,0,1
0,1445,0,0,0,-77,-135,219,0,0,0,1
0,1443,0,0,0,-113,-131,212,0,0,0,1
0,1422,0,0,0,-91,-106,217,0,0,0,1
0,1492,0,0,0,-125,-133,219,0,0,0,1
0,1903,0,0,0,-74,-105,206,0,0,0,1
0,1893,0,0,0,-105,-123,220,0,0,0,1
0,1878,0,0,0,-93,-126,206,0,0,0,1
0,2064,0,0,0,-95,-123,218,0,0,0,1
0,2061,0,0,0,-91,-117,233,0,0,0,1
0,2046,0,0,0,-103,-135,203,0,0,0,1
0,2074,0,0,0,-100,-120,215,0,0,0,1
0,2060,0,0,0,-100,-116,231,0,0,0,1
0,1957,0,0,0,-96,-127,233,0,0,0,1
0,1919,0,0,0,-90,-127,228,0,0,0,1
0,1914,0,0,0,-103,-153,209,0,0,0,1
0,1898,0,0,0,-85,-126,202,0,0,0,1
0,1859,0,0,0,-77,-124,211,0,0,0,1
0,1861,0,0,0,-98,-114,217,0,0,0,1
0,1852,0,0,0,-97,-149,205,0,0,0,1
0,1855,0,0,0,-91,-116,212,0,0,0,1
0,1854,0,0,0,-89,-128,215,0,0,0,1
0,1854,0,0,0,-88,-112,206,0,0,0,1
0,1855,0,0,0,-94,-157,209,0,0,0,1
0,1856,0,0,0,-98,-127,212,0,0,0,1
0,1864,0,0,0,-106,-122,227,0,0,0,1
0,1875,0,0,0,-74,-125,215,0,0,0,1
0,1873,0,0,0,-88,-131,189,0,0,0,1
0,1874,0,0,0,-93,-106,202,0,0,0,1
0,1870,0,0,0,-81,-120,202,0,0,0,1
0,1859,0,0,0,-104,-118,205,0,0,0,1
0,1867,0,0,0,-102,-123,211,0,0,0,1
0,1868,0,0,0,-102,-110,212,0,0,0,1
0,1873,0,0,0,-101,-123,218,0,0,0,1
0,1861,0,0,0,-94,-120,208,0,0,0,1
0,0,2528,0,0,-80,-113,220,0,0,0,4
0,0,2751,0,0,-98,-121,227,0,0,0,4
0,0,2730,0,0,-108,-109,211,0,0,0,4
0,0,2779,0,0,-112,-132,195,0,0,0,4
0,0,2788,0,0,-98,-129,204,0,0,0,4
0,0,2792,0,0,-101,-128,223,0,0,0,4
0,0,2794,0,0,-80,-150,214,0,0,0,4
0,0,2830,0,0,-98,-133,212,0,0,0,4
0,0,2718,0,0,-73,-136,214,0,0,0,4
0,0,2624,0,0,-78,-125,211,0,0,0,4
0,0,3148,0,0,-90,-111,196,0,0,0,4
0,0,2967,0,0,-112,-110,198,0,0,0,4
0,0,2751,0,0,-101,-121,196,0,0,0,4
0,0,2740,0,0,-99,-144,212,0,0,0,4
0,0,2751,0,0,-112,-136,206,0,0,0,4
0,0,2749,0,0,-91,-114,188,0,0,0,4
0,0,3159,0,0,-104,-135,202,0,0,0,4
0,0,3152,0,0,-80,-130,220,0,0,0,4
0,0,3172,0,0,-102,-102,219,0,0,0,4
0,0,3108,0,0,-93,-124,222,0,0,0,4
0,0,3193,0,0,-94,-133,201,0,0,0,4
0,0,3188,0,0,-91,-114,213,0,0,0,4
0,0,3195,0,0,-107,-143,214,0,0,0,4
0,0,3191,0,0,-96,-118,198,0,0,0,4
0,0,3188,0,0,-98,-144,212,0,0,0,4
0,0,3186,0,0,-95,-101,212,0,0,0,4
0,0,3183,0,0,-93,-119,226,0,0,0,4
0,0,3184,0,0,-78,-114,210,0,0,0,4
0,0,3183,0,0,-85,-144,197,0,0,0,4
0,0,3185,0,0,-88,-120,216,0,0,0,4
0,0,3163,0,0,-67,-143,207,0,0,0,4
0,0,3169,0,0,-97,-131,214,0,0,0,4
0,0,3164,0,0,-70,-117,206,0,0,0,4
0,0,3164,0,0,-80,-134,194,0,0,0,4
0,0,3158,0,0,-87,-110,211,0,0,0,4
0,0,3164,0,0,-83,-105,230,0,0,0,4
0,0,3167,0,0,-96,-116,202,0,0,0,4
0,0,3173,0,0,-81,-116,203,0,0,0,4
0,0,3177,0,0,-110,-142,220,0,0,0,4
0,0,3180,0,0,-97,-130,214,0,0,0,4
0,0,3175,0,0,-95,-127,212,0,0,0,4
0,0,3184,0,0,-98,-131,208,0,0,0,4
0,0,3183,0,0,-98,-107,222,0,0,0,4
0,0,3184,0,0,-96,-123,207,0,0,0,4
0,0,3195,0,0,-101,-111,212,0,0,0,4
0,0,3194,0,0,-104,-117,204,0,0,0,4
0,0,3184,0,0,-91,-128,232,0,0,0,4
0,0,3183,0,0,-95,-125,206,0,0,0,4
0,0,3184,0,0,-84,-113,201,0,0,0,4
0,0,3175,0,0,-77,-134,205,0,0,0,4
0,0,3179,0,0,-90,-107,221,0,0,0,4
0,0,3179,0,0,-87,-128,198,0,0,0,4
0,0,3183,0,0,-103,-132,214,0,0,0,4
0,0,3184,0,0,-102,-134,219,0,0,0,4
0,0,3183,0,0,-86,-118,206,0,0,0,4
0,0,3184,0,0,-90,-107,216,0,0,0,4
0,0,3182,0,0,-84,-108,218,0,0,0,4
0,0,3173,0,0,-90,-112,209,0,0,0,4
0,0,3172,0,0,-80,-124,195,0,0,0,4
0,0,3174,0,0,-95,-122,221,0,0,0,4
0,0,3181,0,0,-83,-114,206,0,0,0,4
0,0,3178,0,0,-85,-120,195,0,0,0,4
0,0,3169,0,0,-99,-117,210,0,0,0,4
0,0,3167,0,0,-87,-116,230,0,0,0,4
0,0,3170,0,0,-106,-116,204,0,0,0,4
0,0,3176,0,0,-82,-130,216,0,0,0,4
0,0,3181,0,0,-86,-123,226,0,0,0,4
0,0,3157,0,0,-117,-116,206,0,0,0,4
0,0,3145,0,0,-99,-133,216,0,0,0,4
0,0,3149,0,0,-99,-122,198,0,0,0,4
0,0,3144,0,0,-95,-113,202,0,0,0,4
0,0,3137,0,0,-95,-127,216,0,0,0,4
0,0,3060,0,0,-98,-104,204,0,0,0,4
0,0,3043,0,0,-107,-124,224,0,0,0,4
0,0,3011,0,0,-92,-117,193,0,0,0,4
0,0,2767,0,0,-92,-118,217,0,0,0,4
0,0,3153,0,0,-85,-140,208,0,0,0,4
0,0,3151,0,0,-93,-119,205,0,0,0,4
0,0,3114,0,0,-94,-123,203,0,0,0,4
0,0,3054,0,0,-94,-125,196,0,0,0,4
0,0,3155,0,0,-81,-144,198,0,0,0,4
0,0,3152,0,0,-111,-124,197,0,0,0,4
0,0,3149,0,0,-88,-120,221,0,0,0,4
0,0,3166,0,0,-77,-122,183,0,0,0,4
0,0,3177,0,0,-99,-118,209,0,0,0,4
0,0,3176,0,0,-80,-116,226,0,0,0,4
0,0,3170,0,0,-105,-88,204,0,0,0,4
0,0,3172,0,0,-94,-118,203,0,0,0,4
0,0,3173,0,0,-88,-119,189,0,0,0,4
0,0,3171,0,0,-82,-104,196,0,0,0,4
0,0,3178,0,0,-108,-121,205,0,0,0,4
0,0,3185,0,0,-105,-147,205,0,0,0,4
0,0,1986,974,0,-116,-132,216,0,0,0,4
0,0,0,1249,0,-71,-105,229,0,0,0,5
0,0,0,1185,0,-85,-134,206,0,0,0,5
0,0,0,1972,0,-108,-111,199,0,0,0,0
0,0,0,2862,0,-105,-131,202,0,0,0,0
0,0,0,3206,0,-83,-119,208,0,0,0,0
0,0,0,3039,0,-90,-118,204,0,0,0,0
0,0,0,3043,0,-75,-111,209,0,0,0,0
0,0,0,3104,0,-97,-135,217,0,0,0,0
0,0,0,3143,0,-101,-121,204,0,0,0,0
0,0,0,3147,0,-106,-111,194,0,0,0,0
0,0,0,3337,0,-103,-122,213,0,0,0,0
0,0,0,3712,0,-85,-131,210,0,0,0,0
0,0,0,3116,0,-106,-122,219,0,0,0,0
0,0,0,3090,0,-73,-145,219,0,0,0,0
0,0,0,2986,0,-98,-120,198,0,0,0,0
0,0,0,3814,0,-74,-107,220,0,0,0,0
0,0,0,3797,0,-104,-113,225,0,0,0,0
0,0,0,3818,0,-102,-89,200,0,0,0,0
0,0,0,3828,0,-89,-144,195,0,0,0,0
0,0,0,3839,0,-85,-121,213,0,0,0,0
0,0,0,3892,0,-114,-123,217,0,0,0,0
0,0,0,3896,0,-80,-126,202,0,0,0,0
0,0,0,3887,0,-87,-121,232,0,0,0,0
0,0,0,3876,0,-92,-129,212,0,0,0,0
0,0,0,3853,0,-103,-127,201,0,0,0,0
0,0,0,3194,0,-85,-111,207,0,0,0,0
0,0,0,3221,0,-95,-131,208,0,0,0,0
0,0,0,2904,0,-83,-127,221,0,0,0,0
0,0,0,3101,0,-90,-121,209,0,0,0,0
0,0,0,3182,0,-87,-119,225,0,0,0,0
0,0,0,3217,0,-92,-109,207,0,0,0,0
0,0,0,2937,0,-114,-139,205,0,0,0,0
0,0,0,2964,0,-63,-124,212,0,0,0,0
0,0,0,3090,0,-111,-122,200,0,0,0,0
0,0,0,3098,0,-106,-128,201,0,0,0,0
0,0,0,3209,0,-106,-127,216,0,0,0,0
0,0,0,3129,0,-97,-140,223,0,0,0,0
0,0,0,3109,0,-111,-134,214,0,0,0,0
0,0,0,3097,0,-98,-122,214,0,0,0,0
0,0,0,3006,0,-94,-125,218,0,0,0,0
0,0,0,3026,0,-111,-106,204,0,0,0,0
0,0,0,2954,0,-110,-124,215,0,0,0,0
0,0,0,2851,0,-109,-125,226,0,0,0,0
0,0,0,3018,0,-105,-111,211,0,0,0,0
0,0,0,2892,0,-102,-152,186,0,0,0,0
0,0,0,3080,0,-98,-121,219,0,0,0,0
0,0,0,2807,0,-97,-107,226,0,0,0,0
0,0,0,3219,0,-91,-118,207,0,0,0,0
0,0,0,3080,0,-102,-133,221,0,0,0,0
0,0,0,2825,0,-62,-123,218,0,0,0,0
0,0,0,3336,0,-90,-102,198,0,0,0,0
0,0,0,3521,0,-90,-117,221,0,0,0,0
0,0,0,3413,0,-84,-122,225,0,0,0,0
0,0,0,3211,0,-93,-114,199,0,0,0,0
0,0,0,3149,0,-89,-143,208,0,0,0,0
0,0,0,3119,0,-104,-130,200,0,0,0,0
0,0,0,3460,0,-94,-133,190,0,0,0,0
0,0,0,3804,0,-98,-130,217,0,0,0,0
0,0,0,3833,0,-94,-126,220,0,0,0,0
0,0,0,3845,0,-102,-132,206,0,0,0,0
0,0,0,3842,0,-95,-115,209,0,0,0,0
0,0,0,3842,0,-98,-132,196,0,0,0,0
0,0,0,3843,0,-101,-132,216,0,0,0,0
0,0,0,3843,0,-87,-120,202,0,0,0,0
0,0,0,3843,0,-84,-137,218,0,0,0,0
0,0,0,3840,0,-96,-116,212,0,0,0,0
0,0,0,3841,0,-102,-128,214,0,0,0,0
0,0,0,3839,0,-94,-121,199,0,0,0,0
0,0,0,3837,0,-93,-110,219,0,0,0,0
0,0,0,3836,0,-84,-103,186,0,0,0,0
0,0,0,3830,0,-86,-126,206,0,0,0,0
0,0,0,3830,0,-72,-107,222,0,0,0,0
0,0,0,3825,0,-93,-107,203,0,0,0,0
0,0,0,3827,0,-78,-145,199,0,0,0,0
0,0,0,3830,0,-73,-103,206,0,0,0,0
0,0,0,3828,0,-95,-130,221,0,0,0,0
0,0,0,3826,0,-80,-110,210,0,0,0,0
0,0,0,3826,0,-105,-128,200,0,0,0,0
0,0,0,3827,0,-86,-110,238,0,0,0,0
0,0,0,3826,0,-96,-122,203,0,0,0,0
0,0,0,3827,0,-87,-115,201,0,0,0,0
0,0,0,3820,0,-102,-135,211,0,0,0,0
0,0,0,3815,0,-93,-93,211,0,0,0,0
0,0,0,3812,0,-81,-105,211,0,0,0,0
0,0,0,3806,0,-87,-94,213,0,0,0,0
0,0,0,3806,0,-105,-127,211,0,0,0,0
0,0,0,3806,0,-93,-125,211,0,0,0,0
0,0,0,3804,0,-107,-102,209,0,0,0,0
0,0,0,3800,0,-97,-125,185,0,0,0,0
0,0,0,3794,0,-121,-121,215,0,0,0,0
0,0,0,3793,0,-96,-128,212,0,0,0,0
0,0,0,3795,0,-103,-116,210,0,0,0,0
0,0,0,3797,0,-99,-133,215,0,0,0,0
0,0,0,3792,0,-96,-102,204,0,0,0,0
0,0,0,3796,0,-99,-124,216,0,0,0,0
0,0,0,3794,0,-81,-127,204,0,0,0,0
0,0,0,3794,0,-102,-138,210,0,0,0,0
0,0,0,3789,0,-86,-97,210,0,0,0,0
0,0,0,3625,0,-93,-133,211,0,0,0,0
0,0,0,2931,0,-90,-121,223,0,0,0,0
0,0,0,625,1424,-91,-121,207,0,0,0,3
0,0,0,922,2794,-117,-127,194,0,0,0,3
0,0,0,939,2889,-97,-115,195,0,0,0,3
0,0,0,944,2907,-115,-138,221,0,0,0,3
0,0,0,932,2991,-97,-117,205,0,0,0,3
0,0,0,0,3232,-110,-115,187,0,0,0,3
0,0,0,0,3311,-94,-109,197,0,0,0,3
0,0,0,0,3357,-112,-146,198,0,0,0,3
0,0,0,0,3352,-97,-123,208,0,0,0,3
0,0,0,198,3370,-102,-125,232,0,0,0,3
0,0,0,656,3354,-89,-110,202,0,0,0,3
0,0,0,677,3353,-77,-114,216,0,0,0,3
0,0,0,702,3337,-89,-128,201,0,0,0,3
0,0,0,697,3270,-81,-106,214,0,0,0,3
0,0,0,705,3299,-90,-106,216,0,0,0,3
0,0,0,713,3321,-90,-161,215,0,0,0,3
0,0,0,725,3351,-100,-123,208,0,0,0,3
0,0,0,752,3343,-97,-105,200,0,0,0,3
0,0,0,784,3322,-85,-119,209,0,0,0,3
0,0,0,815,3301,-93,-124,209,0,0,0,3
0,0,0,820,3283,-95,-140,203,0,0,0,3
0,0,0,824,3274,-91,-123,221,0,0,0,3
0,0,0,827,3252,-101,-138,204,0,0,0,3
0,0,0,832,3242,-95,-116,208,0,0,0,3
0,0,0,839,3232,-77,-107,217,0,0,0,3
0,0,0,832,3228,-93,-133,216,0,0,0,3
0,0,0,849,3230,-98,-130,201,0,0,0,3
0,0,0,1261,3216,-85,-128,201,0,0,0,3
0,0,0,1302,3160,-83,-136,226,0,0,0,3
0,0,0,1392,3099,-91,-125,207,0,0,0,3
0,0,0,1402,3113,-106,-117,217,0,0,0,3
0,0,0,1421,2879,-93,-111,221,0,0,0,3
0,0,0,1412,3006,-69,-108,214,0,0,0,3
0,0,0,1424,2992,-95,-110,197,0,0,0,3
0,0,0,1423,2980,-107,-124,229,0,0,0,3
0,0,0,1394,2996,-92,-143,219,0,0,0,3
0,0,0,1383,3051,-94,-130,217,0,0,0,3
0,0,0,1425,3043,-94,-112,199,0,0,0,3
0,0,0,1423,3014,-105,-123,216,0,0,0,3
0,0,0,1423,3007,-115,-98,203,0,0,0,3
0,0,0,1425,3015,-94,-135,220,0,0,0,3
0,0,0,1440,2982,-103,-126,226,0,0,0,3
0,0,0,1501,2962,-99,-104,212,0,0,0,3
0,0,0,1518,2962,-93,-125,213,0,0,0,3
0,0,0,1552,2970,-78,-128,223,0,0,0,3
0,0,0,1568,2992,-121,-108,215,0,0,0,3
0,0,0,1535,3026,-114,-113,226,0,0,0,3
0,0,0,1535,3001,-99,-122,215,0,0,0,3
0,0,0,1563,2943,-109,-119,210,0,0,0,3
0,0,0,1565,2992,-84,-129,211,0,0,0,3
0,0,0,1344,3161,-106,-141,219,0,0,0,3
0,0,0,541,3392,-80,-132,196,0,0,0,3
0,0,0,760,3403,-95,-115,202,0,0,0,3
0,0,0,774,3375,-80,-131,193,0,0,0,3
0,0,0,778,3374,-74,-113,213,0,0,0,3
0,0,0,819,3373,-114,-110,202,0,0,0,3
0,0,0,849,3373,-100,-115,199,0,0,0,3
0,0,0,1165,3371,-113,-135,211,0,0,0,3
0,0,0,1217,3348,-76,-121,202,0,0,0,3
0,0,0,1224,3368,-97,-104,222,0,0,0,3
0,0,0,1285,3348,-95,-130,193,0,0,0,3
0,0,0,1295,3335,-99,-121,224,0,0,0,3
0,0,0,1377,3208,-100,-124,197,0,0,0,3
0,0,0,1395,3252,-100,-104,217,0,0,0,3
0,0,0,1412,3247,-86,-112,200,0,0,0,3
0,0,0,1410,3234,-104,-130,206,0,0,0,3
0,0,0,1399,3244,-118,-142,193,0,0,0,3
0,0,0,1411,3222,-94,-114,207,0,0,0,3
0,0,0,1458,2288,-104,-141,201,0,0,0,3
0,0,0,950,0,-95,-121,205,0,0,0,5
0,0,0,1065,0,-90,-127,215,0,0,0,5
0,0,0,1064,0,-77,-113,204,0,0,0,5
0,0,0,1087,0,-90,-111,218,0,0,0,5
0,0,0,1022,0,-86,-144,195,0,0,0,5
0,0,0,299,0,-77,-138,212,0,0,0,5
0,0,2611,2869,0,-98,-117,199,0,0,0,4
0,0,3675,3822,1274,-99,-128,210,0,0,0,4
0,0,3118,3565,0,-87,-123,185,0,0,0,4
2631,1582,3754,3923,3593,-105,-121,205,0,0,0,2
3146,2276,3778,3827,3956,-90,-111,210,0,0,0,2
3278,2206,3783,4056,4053,-93,-119,215,0,0,0,2
3303,2170,3753,4075,4078,-113,-118,223,0,0,0,2
3248,2175,3728,4060,4076,-99,-129,200,0,0,0,2
3246,2197,3716,4065,4081,-69,-120,214,0,0,0,2
3195,2255,3693,4056,4082,-84,-124,198,0,0,0,2
3156,2230,3713,4067,4053,-98,-115,219,0,0,0,2
3203,2233,3709,4065,4080,-81,-130,215,0,0,0,2
3137,2239,3691,4062,4085,-88,-112,217,0,0,0,2
3121,2246,3670,4055,4081,-113,-139,222,0,0,0,2
3124,2277,3660,4051,4083,-106,-152,204,0,0,0,2
3081,2304,3655,4054,4083,-88,-120,219,0,0,0,2
3066,2338,3666,4052,4080,-88,-123,210,0,0,0,2
3078,2335,3654,4053,4078,-104,-122,218,0,0,0,2
3087,2330,3642,4054,4077,-93,-135,215,0,0,0,2
3074,2293,3626,4051,4074,-84,-166,200,0,0,0,2
3061,2289,3608,4047,4072,-71,-109,198,0,0,0,2
3054,2289,3587,4046,4072,-97,-125,213,0,0,0,2
3055,2323,3603,4048,4069,-99,-104,221,0,0,0,2
3044,2302,3604,4049,4071,-111,-129,202,0,0,0,2
3040,2287,3595,4049,4074,-81,-128,221,0,0,0,2
3054,2303,3568,4046,4070,-80,-122,195,0,0,0,2
3054,2316,3569,4041,4071,-77,-143,213,0,0,0,2
3045,2308,3569,4037,4073,-87,-130,188,0,0,0,2
3049,2297,3578,4037,4074,-85,-99,212,0,0,0,2
3061,2284,3581,4041,4076,-98,-133,216,0,0,0,2
3056,2284,3578,4040,4075,-85,-119,215,0,0,0,2
3057,2288,3580,4036,4076,-77,-105,215,0,0,0,2
3043,2268,3578,4037,4076,-95,-120,206,0,0,0,2
3035,2255,3582,4039,4077,-82,-118,192,0,0,0,2
3038,2239,3577,4039,4075,-108,-122,200,0,0,0,2
3035,2213,3580,4038,4077,-120,-128,224,0,0,0,2
3031,2128,3573,4035,4081,-111,-116,184,0,0,0,2
3024,2172,3568,4033,4079,-105,-128,203,0,0,0,2
3036,2143,3571,4032,4077,-92,-138,214,0,0,0,2
3024,2067,3568,4031,4076,-94,-119,216,0,0,0,2
3030,2071,3572,4033,4078,-86,-110,215,0,0,0,2
3030,1945,3567,4029,4077,-101,-98,215,0,0,0,2
3026,1931,3563,4029,4075,-97,-124,206,0,0,0,2
3026,1841,3560,4031,4079,-96,-106,196,0,0,0,2
3024,1822,3560,4030,4079,-94,-126,210,0,0,0,2
3013,1809,3536,4032,4076,-80,-120,199,0,0,0,2
3004,1776,3535,4025,4071,-81,-139,220,0,0,0,2
3010,1804,3535,4028,4074,-117,-123,233,0,0,0,2
3005,1802,3528,4031,4079,-96,-127,186,0,0,0,2
3008,1794,3525,4032,4082,-90,-138,220,0,0,0,2
3008,1834,3527,4031,4079,-92,-126,210,0,0,0,2
2998,1871,3520,4033,4079,-98,-127,201,0,0,0,2
3007,1872,3515,4031,4080,-63,-105,208,0,0,0,2
3010,1874,3509,4031,4078,-90,-109,188,0,0,0,2
3009,1871,3503,4029,4080,-89,-138,197,0,0,0,2
3010,1868,3506,4029,4078,-100,-111,210,0,0,0,2
3007,1871,3512,4028,4078,-101,-118,209,0,0,0,2
3006,1860,3507,4025,4077,-71,-113,208,0,0,0,2
2997,1836,3512,4030,4079,-96,-130,215,0,0,0,2
2992,1823,3514,4028,4080,-83,-145,208,0,0,0,2
2992,1802,3514,4022,4081,-99,-118,204,0,0,0,2
2986,1759,3513,4027,4076,-97,-138,209,0,0,0,2
2962,1620,3505,4029,4071,-101,-121,219,0,0,0,2
2960,1681,3502,4029,4071,-91,-119,219,0,0,0,2
2935,1685,3501,4026,4069,-95,-120,226,0,0,0,2
2948,1694,3504,4030,4079,-87,-127,219,0,0,0,2
2708,1479,3493,4010,4008,-93,-103,209,0,0,0,2
1602,0,3416,3921,3812,-95,-102,199,0,0,0,2
255,0,2831,3603,3177,-91,-115,212,0,0,0,3
0,0,2607,3488,2761,-103,-129,204,0,0,0,3
0,0,1343,3257,901,-70,-114,209,0,0,0,0
0,0,0,2596,0,-83,-111,229,0,0,0,0
0,0,408,0,0,-92,-129,229,0,0,0,5
0,0,1826,0,0,-104,-121,203,0,0,0,4
0,0,2016,0,0,-95,-130,191,0,0,0,4
0,0,2003,0,0,-101,-132,199,0,0,0,4
0,0,2253,0,0,-103,-137,213,0,0,0,4
0,0,2157,0,0,-104,-111,210,0,0,0,4
0,0,2262,0,0,-88,-129,212,0,0,0,4
0,0,2206,0,0,-68,-105,206,0,0,0,4
0,0,2127,0,0,-86,-116,211,0,0,0,4
0,0,1913,0,0,-77,-106,222,0,0,0,4
0,0,636,0,0,-89,-110,213,0,0,0,5
0,0,261,0,0,-93,-120,199,0,0,0,5
0,0,226,0,0,-83,-96,201,0,0,0,5
0,0,447,0,0,-97,-92,209,0,0,0,5
0,0,6,0,0,-76,-122,215,0,0,0,5
